,index,class_id,class_label,class_serialization,id,label,serialization,actual,predicted,rationale
0,96,http://caligraph.org/ontology/Single-camera_television_sitcom,Single-camera television sitcom,"""http://caligraph.org/ontology/Single-camera_television_sitcom""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://www.w3.org/2002/07/owl#Class""
""http://caligraph.org/ontology/Single-camera_television_sitcom""	""http://www.w3.org/2000/01/rdf-schema#label""	""Single-camera television sitcom""
""http://caligraph.org/ontology/Single-camera_television_sitcom""	""http://www.w3.org/2000/01/rdf-schema#subClassOf""	""http://caligraph.org/ontology/Television_show""
""http://caligraph.org/ontology/Single-camera_television_sitcom""	""http://www.w3.org/2000/01/rdf-schema#subClassOf""	""http://caligraph.org/ontology/Sitcom""
""http://caligraph.org/ontology/Single-camera_television_sitcom""	""http://www.w3.org/ns/prov#wasDerivedFrom""	""http://en.wikipedia.org/wiki/Category:Single-camera_television_sitcoms""
""http://caligraph.org/ontology/Single-camera_television_sitcom""	""http://www.w3.org/ns/prov#wasDerivedFrom""	""http://en.wikipedia.org/wiki/List_of_single-camera_situation_comedies""
""http://caligraph.org/resource/Great_News""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/The_Patty_Duke_Show""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/The_Smothers_Brothers_Show""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/Blandings_(TV_series)""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/Kaya_(TV_series)""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/N%C3%A6turvaktin""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/Cooper_Barrett's_Guide_to_Surviving_Life""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/Hatching,_Matching_and_Dispatching""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
""http://caligraph.org/resource/Head_Case""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/Single-camera_television_sitcom""
